"STATION"    ,        "NAME"            ,"LATITUDE"  ,"LONGITUDE","ELEVATION","DATE", "AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-04",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-05",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-06",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-07",,,,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-08",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-09",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-10",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-11",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-12",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-13",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-14",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-15",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-16",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-20",,,"    4",",,N",,,"0.68",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-22",,,"    2",",,N",,,"0.65",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-23",,,,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-24",,,,,,,,,,,"0.01",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-25",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-26",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-27",,,,,,,,,,,"0.18",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-28",,,,,,,,,,,"0.04",",,N",,,"0.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-29",,,,,,,,,,,"0.02",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-11-30",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-01",,,,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-02",,,,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-03",,,,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-04",,,,,,,,,,,"0.11",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-05",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-06",,,,,,,,,,,"0.07",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-07",,,,,,,,,,,"0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-08",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-09",,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-10",,,,,,,,,,,"0.38",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-11",,,,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-12",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-13",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-14",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-15",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-16",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-18",,,"    2",",,N",,,"0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-19",,,,,,,,,,,"0.22",",,N",,,"1.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-20",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-22",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-24",,,"    2",",,N",,,"0.06",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-25",,,,,,,,,,,"0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-26",,,,,,,,,,,"0.04",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-28",,,"    2",",,N",,,"0.88",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-29",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2023-12-31",,,"    2",",,N",,,"0.10",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-01",,,,,,,,,,,"0.21",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-02",,,,,,,,,,,"0.01",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-03",,,,,,,,,,,"0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-04",,,,,,,,,,,"0.05",",,N",,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-05",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-06",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-08",,,"    2",",,N",,,"0.14",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-10",,,"    2",",,N",,,"0.76",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-11",,,,,,,,,,,"0.02",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-12",,,,,,,,,,,"0.01",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-13",,,,,,,,,,,"0.19",",,N",,,"0.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-14",,,,,,,,,,,"0.05",",,N",,,"2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-15",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-16",,,,,,,,,,,"0.05",",,N",,,"1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-17",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-18",,,,,,,,,,,"0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-20",,,"    2",",,N",,,"0.13",",,N",,,,,,,,,"2.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-21",,,,,,,,,,,"0.01",",,N",,,"0.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-22",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-24",,,"    2",",,N",,,"0.23",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-25",,,,,,,,,,,"0.60",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-26",,,,,,,,,,,"0.28",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-27",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-29",,,"    2",",,N",,,"1.21",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-30",,,,,,,,,,,"0.01",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-01-31",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-01",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-02",,,,,,,,,,,"0.02",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-05",,,"    2",",,N",,,"0.00",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-06",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-07",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-08",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-09",,,,,,,,,,,"0.04",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-11",,,"    2",",,N",,,"0.16",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-12",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-13",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-14",,,,,,,,,,,"0.02",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-15",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-16",,,,,,,,,,,"0.06",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-17",,,,,,,,,,,"0.19",",,N",,,"2.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-18",,,,,,,,,,,"0.01",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-19",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-20",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-21",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-23",,,"    2",",,N",,,"0.66",",,N",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-24",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-25",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-26",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-27",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-28",,,,,,,,,,,"0.89",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-02-29",,,,,,,,,,,"0.01",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-01",,,,,,,,,,,"0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-02",,,,,,,,,,,"0.26",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-03",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-04",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-05",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-06",,,,,,,,,,,"0.54",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2024-03-07",,,,,,,,,,,"0.14",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
